,Emails,label
4933,hey buy,0
4934,hey babe figure year,0
4935,congratulation,0
4936,fuck,0
4937,cancelled baby sound important understand darlin give ring fone love kate,0
4938,tomarrow court decimal bus stand,0
4939,home liao dad pick,0
4940,omg make wedding chapel frontierville stuff,0
4941,eatin goin back work mountain deer show watch liao nice,0
4942,check mailed varma copy allah,0
4943,wrong phone phone answer assume,0
4944,secure drive south chill,0
4945,back home probably,0
4946,great news call freefone claim guaranteed cash gift speak live operator,1
4947,amy sending free phone number couple day give access adult party,1
4948,bus calicut,0
4949,probably fun message txt co bored james farting night,0
4950,baby sat bloody bus home somethin call ortxt back jess,0
4951,welcome select service added benefit call specially trained advisor free mobile dialling,1
4952,lost pound doc visit week woot woot celebrate stuffing,0
4953,coming back dinner rite dad confirm wif,0
4954,master buy co,0
4955,ahhhh woken dream comedy night guess,0
4956,vivek call number,0
4957,call lunch,0
4958,left early check co working,0
4959,,0
4960,bit smile hppnss drop tear sorrow part heart life heart forevr goodfriend,0
4961,,0
4962,pretty pussy,0
4963,dear voucher holder meal link enjoy dining experiencehttp,1
4964,game mall iouri kaila,0
4965,urgent contact today draw show prize guaranteed call land line claim valid,1
4966,donate unicef asian tsunami disaster support fund texting donate added bill,1
4967,future planned tomorrow result today present enjoy future,0
4968,cme cme dear time,0
4969,supposed meet discus trip xuhui told afternoon lesson,0
4970,hey online msn,0
4971,fine hope,0
4972,oops shower called hey parking garage collapsed university hospital crazy stuff happen,0
4973,aiyo poor dun wan eat bathe,0
4974,yar knew dis happen long ago,0
4975,gorgeous pix cumming,0
4976,boy late home father power frndship,0
4977,jade paul didnaot txt remember barmed talk txt,0
4978,spending year brother family plan meet week ready spoiled,0
4979,today,0
4980,sorry,0
4981,slept thinkthis time dangerous,0
4982,networking job,0
4983,goldviking inviting friend reply stop send stop frnd,1
4984,studying stress,0
4985,haf busy,0
4986,rushing working school rush hungry,0
4987,channel,0
4988,telling coulda real valentine pick,0
4989,phony award today voda number ending xxxx selected receive award match call quoting claim code standard rate app,1
4990,made taunton planned hope okday,0
4991,hungry buy smth home,0
4992,hey kate,0
4993,drive read write,0
4994,looked addie back monday suck,0
4995,happy year hope semester,0
4996,esplanade,0
4997,talk,0
4998,hmph head big baller,0
4999,called punto worse,0
5000,ayo travelled forgotten guy,0
5001,pick,0
5002,cd congratulation awarded gift voucher gift guaranteed freeentry wkly draw music tncs,1
5003,year toyota camry olayiwola mileage clean sell raise dough landing sell holla back,0
5004,guess pub happy pig clover,0
5005,,0
5006,tomorrow,0
5007,fool cheat,0
5008,mobile sm mail achan,0
5009,meet mountain,0
5010,guaranteed cash prize claim prize call customer service representative cost,1
5011,attend driving lesson time day,0
5012,uncle checking rewarding month,0
5013,boytoy geeee missing today send remind loved loving kiss,0
5014,cash def ready,0
5015,hey gal meet dinner niate,0
5016,dear invited xchat final attempt contact txt chat ldn,1
5017,babe talking boy missing love,0
5018,great office today,0
5019,cool time,0
5020,sad puppy noise,0
5021,possible dint pls,0
5022,holla excuse creep sarasota,0
5023,happen,0
5024,,0
5025,currently pound maximize send,1
5026,private account statement show point call identifier expires,1
5027,chase run crossing street,0
5028,deepest darkest fantasy call stop text call nat rate,1
5029,coming friday leave pongal news work place,0
5030,hey inconvenient si,0
5031,adsense approved,0
5032,day dudette missing,0
5033,perumbavoor,0
5034,time told stage laugh listen aha,0
5035,believe incredible txts reply learn amazing thing blow mind,1
5036,hear,0
5037,talk saturday dear cherish brother role model,0
5038,pls clarify back open return ticket preponed back kerala,0
5039,natalie inviting friend reply stop send stop frnd,1
5040,ran younger make pretty baby,0
5041,jamster free wallpaper text heart apply call,1
5042,play door,0
5043,dad coming home bring lunch call reach school,0
5044,customer service account executive mail detail contact,0
5045,doctor liver bit stylish hair managed,0
5046,opener,0
5047,basically time week away mom amp,0
5048,edison rightly fool question wise answer speechless viva,0
5049,vote heart guide,0
5050,si juz watched italian job,0
5051,tick tick tick loneliness pout stomp foot,0
5052,lmao,0
5053,double min double txt price linerental latest orange bluetooth mobile call latest offer,1
5054,train back northampton afraid staying skyving today wednesday fancy comedy club week,0
5055,goodnight thangam miss dear,0
5056,hey sun basic yoga course bugis pilate intro sat time free,0
5057,geeeee internet today,0
5058,free video camera phone half price line rental mths cross ntwk min txts call,1
5059,disturbing,0
5060,sorry call meeting sir,0
5061,stuck orchard dad car dinner leh free tonight,0
5062,wan watch show,0
5063,dun haf,0
5064,brother transfered,0
5065,call afternoon onwords mtnl service problem south mumbai hear listen,0
5066,break accommodationvouchers term condition apply claim mustprovide claim number,1
5067,talk,0
5068,dear friend amp present number rajitha raj ranju,0
5069,alfie moon child song mob txt tone charity nokias poly charity polys zed profit charity,1
5070,different style,0
5071,win shopping spree week starting play text store skilgme,1
5072,gud dear slp swt dream muah,0
5073,mesages today sorry hurt,0
5074,attempt contract week top prize cash prize call,1
5075,glad find totally disagreeable,0
5076,guy flash call call madam,0
5077,nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,1
5078,mark work tomorrow work house meet,0
5079,problem heart,0
5080,give call minute,0
5081,babe uawake feellikw aletter thatmum gotmarried ourbacks fuckinnice selfish,0
5082,amazing rearrange letter meaning dormitory dirty room astronomer moon starer eye election result lie recount woman hitler eleven amazing,0
5083,aiya discus lar pick,0
5084,hey happy birthday,0
5085,sorry missed call call back,0
5086,omg worm day,0
5087,morning suffering fever dysentry office today,0
5088,,0
5089,type stuff sing,0
5090,andre virgil cream,0
5091,check room befor activity,0
5092,fri okie goin drivin shoppin,0
5093,gokila talking aha,0
5094,shanil rakhesh exchanged uncut diamond back excellent service dino prem,0
5095,month kotees birthday,0
5096,broke amount small,0
5097,sorry mate phone write love kate,0
5098,themob hit link premium pink panther game sugababes crazy zebra animation badass hoody free,1
5099,confuses thing friend wrong sort invited co money,0
5100,aight call close,0
5101,fine nap,0
5102,message mobile content order resent previous attempt failed due network error query customersqueries,1
5103,news hassling weed week andres money haughaighgtujhyguj,0
5104,boy loved gal propsd mind lttrs frnds threw thm boy decided aproach gal time truck speeding gal hit girl boy ran hell saved asked run fast boy replied boost secret energy instantly girl shouted energy thy lived happily drinking boost evrydy story free msg gud,0
5105,wnt buy bmw car urgently vry shortage source arng dis amt lac prob,0
5106,ding break fassyole blacko londn,0
5107,kiss miss baby baby,0
5108,sign maturity start big thing start understanding small thing nice evening bslvyl,0
5109,responsibility,0
5110,message call,1
5111,reached sch,0
5112,december mobile entitled update latest colour camera mobile free call mobile update vco free,1
5113,definitely module humanity dis izzit wan module,0
5114,argh fuck town,0
5115,lion england tone reply lionm mono lionp poly original tone network operator rate apply,1
5116,fill complete calm reassurance,0
5117,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning,0
5118,driving training,0
5119,real told dad cancer,0
5120,private account statement,1
5121,oops,0
5122,enufcredeit ileave uni bus yor house,0
5123,chikku send nice msg,0
5124,impossible argue treat released remind,0
5125,work workin oso rite orchard place liao,0
5126,wonderful okors great month cherish guy wish day mojibiola,0
5127,cuz ibored study,0
5128,wot wed nite,0
5129,rose red red blood blood heart heart send friend including back poor relation support frnd luvs praying god marry,0
5130,,0
5131,suck hair free,0
5132,working time adding zero saving checking,0
5133,leh mayb bag goigng small jus perfume smth,0
5134,sday training started today,0
5135,sorry grocer,0
5136,nice pub frankie benny warner cinema,0
5137,costa sol holiday await collection call toclaim sae stockport,1
5138,yoga call book,0
5139,shut omg yesterday dream kid boy pissed kid boy told mark dream changing diaper owed,0
5140,imagine gentle unlike doc treat patient turkey,0
5141,free week nokia tone mobile week txt nokia txting mate pobox,1
5142,started stop pray idea guy forward link,0
5143,darlin helen fone prince nite love kate,0
5144,office,0
5145,aiyar poor give support jia,0
5146,unintentionally timing great finger train play give fifteen warning,0
5147,garden ready summer free selection summer bulb seed worth scotsman saturday stop,1
5148,wenever lik tel vikky free time,0
5149,pls call happen,0
5150,happy year family year bring happiness stability tranquility vibrant colourful life,0
5151,problem renewal away detail,0
5152,sitting stop shop parking lot bawling eye feel failure feel failing,0
5153,left probably dinner,0
5154,question,0
5155,year eve party boyfriend hey,0
5156,sir velusamy sir date birth company bank facility detail,0
5157,sm chat,0
5158,karnan car wait directly goto doctor,0
5159,bluray player,0
5160,meeting,0
5161,cash nitros hurry crash,0
5162,send text skype,0
5163,leave,0
5164,congrats mobile videophones call videochat wid mate play java game dload polyph music noline rentl,1
5165,lesson sch,0
5166,dun believe leh told thk muz tog believe,0
5167,charge camera,0
5168,salt rub open wound,0
5169,lunch,0
5170,school lab stuff give call,0
5171,tomorrow,0
5172,aight text tonight,0
5173,,0
5174,water logging desert geoenvironmental implication,0
5175,raji pls favour pls convey birthday wish nimya pls today birthday,0
5176,company terrific food nice,0
5177,strange watching bed sweet dream miss,0
5178,sm auction brand nokia auction today auction free join part txt nokia,1
5179,hope text gently,0
5180,babe fucking love fuck hear voice crave adore ahmad kiss,0
5181,relative home sm pls,0
5182,,0
5183,fuuuuck stop sleepin,0
5184,town jus mrt,0
5185,cooked nice salmon,0
5186,uploaded facebook,0
5187,time wrkin,0
5188,okie,0
5189,ree entry weekly comp chance win ipod txt entry std txt rate apply detail,1
5190,record indicate entitled pound compensation accident claim free reply claim message stop txt stop,1
5191,sorry call,0
5192,muz change plan liao back yan jiu,0
5193,wylie tampa sarasota,0
5194,time enjoy dinner,0
5195,darren meeting dun meet dinner co leave feel awkward meet lunch,0
5196,spook mob halloween collection logo message free eerie tone txt card spook zed,1
5197,cheap happy splash wine make feel,0
5198,fine difficulty phone work pls send friend request,0
